OBJECTID	ADDRESS	CROSSST	SITEDETAIL	SPACELENG	STSIDE	CURBQUAL	POSTID	LASTFIELDC	MTAB_DATE	MTAB_MOTION	GLOBALID	MTAB_RESO_TEXT	shape	Neighborhoods	SF Find Neighborhoods	Current Police Districts	Current Supervisor Districts	Analysis Neighborhoods
234				0									POINT (-122.420395 37.771572)	32	32	1	10	20
641	402 Powell St	Post	north of Post Street	0				19950115000000					POINT (-122.40836 37.788464)	19	19	6	3	8
602	HENRY ADAMS ST	15th St	NE corner of intersection	0	E		526-01790	20110324000000					POINT (-122.40368 37.767418)	33	33	1	9	4
307				0									POINT (-122.38757 37.77575)	34	34	1	10	4
30	160 8th St	Natoma	0' to 22' south of Natoma	22	W	good		19950701000000					POINT (-122.41214 37.776524)	32	32	1	10	34
145	1199 Clement St	Funston	0' to 19' east of Funston	19	S	good		19960809000000					POINT (-122.471725 37.78253)	5	5	8	4	11
665	3120 Mission St	Army	4' to 48' south of north property line	44	W								POINT (-122.418655 37.74764)	83	83	9	2	2
239				0									POINT (-122.40705 37.770252)	33	33	1	10	34
363	Bush Street & Polk Street	Polk Street	from 32 feet to 62 feet east of Polk Street (enacted 3/3/2015)	30	South								POINT (-122.420204 37.788532)	50	50	4	3	21
722	16th Street & Caledonia Street	Caledonia Street	Caledonia Street to 22 feet westerly (enacted 1/19/2016)	22	N								POINT (-122.42144 37.765)	53	53	3	2	20
229				0									POINT (-122.42151 37.78719)	50	50	4	3	21
882	Irving Street	22ns Ave	north side, from 21 feet to 41 feet west of 22nd AVe (removes meter #2106)	20	north				20170307000000	170307-025			POINT (-122.480545 37.763496)	39	39	10	7	35
397				0									POINT (-122.43197 37.77937)	97	97	4	11	39
207				0									POINT (-122.49692 37.771767)	9	9	8	4	12
476	500 Harrison	Essex Street	from 3 feet to 21 feet east of Essex Street off ramp (enacted 4/1/2014)	18	South								POINT (-122.393684 37.78534)	30	30	1	10	8
454	693 Portola	Fowler	replacing parking meter # 693 (angled stall)	12	S	good		19960418000000					POINT (-122.453 37.74449)	72	72	9	8	41
787	815 Buena Vista Av West		From east of white zone 22' west	22									POINT (-122.44301 37.769047)	112	112	7	5	3
663	1035 Chenery	Elk Street	from14 feet to 36 feet east of Elk Street. (enacted 8/19/2014)	22	South								POINT (-122.43958 37.73581)	96	96	9	5	10
432	550 Washington St	Hotaling	7' to 29' west of Hotaling	22	N	good		19970826000000					POINT (-122.40285 37.79564)	106	106	6	3	6
466	Polk St. & Lech Walesa	Dr Tom Waddell Place	Polk Street, west side, from Lech Walesa to 20 feet southerly (enacted 9/3/2013)	20	west								POINT (-122.41819 37.77788)	21	21	4	10	36
553				0									POINT (-122.45427 37.772)	9	9	7	4	12
423	1420 Van Ness Av	Austin	2' to 22' north of Austin	20	E								POINT (-122.42189 37.78907)	50	50	4	3	21
358	McAllister Street & Polk Street	Polk Street	from 17 feet to 45 feet east of Polk Street (enacted 3/3/2015)	28	North								POINT (-122.41836 37.7804)	21	21	4	10	36
658				0									POINT (-122.45865 37.76846)	9	9	7	11	12
261	1200 Sansome St	Union	1st parking place north of Union	22	E								POINT (-122.402725 37.801384)	77	77	6	3	8
42	4200 18th St	Collingwood	9' to 32' west of Collingwood	23	N	good		19920421000000					POINT (-122.436295 37.76086)	38	38	3	5	5
826				0									POINT (-122.51003 37.76921)	9	9	8	4	12
897	2026 41st Avenue	Pacheco	DISABLED PARKING ONLY, AT ALL TIMES – “2026” 41st Avenue, east side, approximately from 128 feet to 150 feet south of Pacheco Street.	22	E				20171003000000	171003-122		B. ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES – “2026” 41st Avenue, east side, approximately from 128 feet to 150 feet south of Pacheco Street.	POINT (-122.499664 37.748608)	39	39	10	7	35
147	633 Folsom St	Hawthorne	6' to 28' east of Hawthorne	22	S	good		19950701000000					POINT (-122.3976 37.7847)	32	32	1	10	8
11	349 Mason St	Geary	10' to 28' south of Geary	18	W	good		19960822000000					POINT (-122.4099 37.786983)	20	20	5	3	36
520	Turk Street & Polk Street	Polk Street	from 10 feet to 36 feet east of Polk Street (enacted 3/3/2015)	26	North								POINT (-122.41874 37.78227)	20	20	5	10	36
479	2 Belvedere St	Haight	4' to 22' south of Haight	18	W	good		19970122000000					POINT (-122.44948 37.76962)	25	25	7	11	3
78	302 Larkin St	McAllister	8' to 26' north of McAllister	18	E	good		19960809000000					POINT (-122.4169 37.780693)	21	21	5	10	36
351				0									POINT (-122.466415 37.772675)	9	9	8	4	12
401		Chestnut St	Pierce St Garage - metered spaces	0			916-00040						POINT (-122.43915 37.800198)	17	17	4	6	13
296				0									POINT (-122.41902 37.75749)	53	53	3	2	20
845	Pacific Ave. & Battery Street	Battery Street	from 6 feet to 28 feet west of Battery Street (enacted 9/2/2014)	22	North								POINT (-122.401024 37.797684)	106	106	6	3	8
752	2800 Folsom St	24th St	8' to 30' south of 24th St	22	W	poor		19940628000000					POINT (-122.41415 37.75236)	53	53	3	2	20
93	1899 Grove St	Ashbury	3' to 21' east of Ashbury	18	S	good		19970416000000					POINT (-122.447685 37.77463)	24	24	7	11	18
392				0									POINT (-122.41364 37.774372)	32	32	1	10	34
760	Broadway & Polk Street	Polk Street	from 20 feet to 46 feet east of Polk Street (enacted 3/3/2015)	26	North								POINT (-122.421555 37.796066)	105	105	4	3	32
913	310 Miramar Ave	Ocean Ave							20190305000000	190305-026		ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES 310 Miramar Avenue, east side, from the crosswalk at Ocean Avenue to 20 feet northerly.	POINT (-122.45808 37.724403)	71	71	10	8	41
136	310 Elm St	Franklin	17' to 61' west of Franklin	44	N								POINT (-122.422356 37.78129)	100	100	4	11	39
912				0					20190205000000	190205-010		RELOCATE BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES - To “303” 3rd Avenue, west side, from 10 feet to 32 feet south of Clement Street.	POINT (-122.46126 37.78297)	5	5	8	4	11
35	301 14th Ave	Clement	0-18' south of Clement Street	18	W			19940301000000					POINT (-122.47309 37.782494)	5	5	8	4	29
865	Friedell Street & Jerrold Ave	Jerrold Ave	I. ESTABLISH – BLUE ZONE – Friedell Street, west side, from Jerrold Avenue north property line to 20 feet southerly		west				20170620000000	170620-076			POINT (-122.3704 37.727917)	78	78	2	9	1
514	HERBST	Skyline	SE part of zoo	0	E		767-00180	20110324000000					POINT (-122.50195 37.729435)	43	43	10	8	16
447	810 Pierce St	McAllister	38' to 60' north of the south building line	22	E								POINT (-122.43487 37.777733)	23	23	4	11	39
815	891 Beach Street	Polk St	Beach Street, south side, from 8 feet to 28 feet east of Polk Street	20	SOUTH								POINT (-122.42367 37.806164)	98	98	6	6	32
312				0									POINT (-122.40113 37.802876)	77	77	6	3	8
715	Turk Street & Polk Street	Polk Street	from 5 feet to 25 feet west of Polk Street (enacted 3/3/2015)	20	North								POINT (-122.41923 37.782204)	20	20	4	10	36
143	2075 Folsom St	17th St	2' to 27' south of the north property line	25	E								POINT (-122.41506 37.764095)	53	53	3	2	20
334				0									POINT (-122.46555 37.769005)	9	9	8	4	12
222				0									POINT (-122.47412 37.731987)	62	62	10	8	41
291				0									POINT (-122.43243 37.789875)	102	102	4	6	30
460	1890 Post St	Fillmore	15' to 35' east of Fillmore	20	S	good		19950701000000					POINT (-122.43282 37.785114)	101	101	4	11	15
700	189 Oak Street	Gough Street	from 24 feet to 48 feet east of Gough Street (enacted 3/1/2016)	24	S								POINT (-122.422195 37.775)	21	21	4	11	9
634				0									POINT (-122.47746 37.75436)	39	39	10	7	35
121	20 Turk St	Mason	3' to 25' west of Mason	22	N	good		19961102000000					POINT (-122.409325 37.783455)	20	20	5	10	36
345				0									POINT (-122.46797 37.77259)	9	9	8	4	12
105	120 Howard St	Spear	5' west to 17' east of west building line	22	N								POINT (-122.39276 37.791214)	108	108	1	10	8
559				0									POINT (-122.41958 37.7709)	32	32	1	10	20
693	Ellis Street & Larkin Street	Larkin Street	from 11 feet to 34 feet west of Larkin Street (enacted 3/1/2016)	23	N								POINT (-122.41798 37.78427)	20	20	5	10	36
653				0									POINT (-122.39571 37.797424)	77	77	6	3	8
580	Golden Gate Ave. & Van Ness Avenue	Van Ness Ave	from Van Ness to 18 feet easterly (enacted 9/15/2015)	18	South								POINT (-122.42015 37.781)	21	21	4	10	36
193	3902 24th St	Sanchez	9' to 28' west of Sanchez	19	N	good		19920409000000					POINT (-122.42988 37.7516)	84	84	3	5	22
635				0									POINT (-122.38822 37.746452)	56	56	2	9	1
266	200 Spear St	Howard	0' to 22' south of Howard	22	W	good		19950821000000					POINT (-122.39242 37.791134)	108	108	1	10	8
15	1060 Point Lobos Av	Near Cliffhouse	2 diag zones frm north crnr of 1060PtLobos 20'sout	20		good							POINT (-122.51372 37.77851)	6	6	8	4	29
598	NOE ST	24th St	NE corner of intersection	0	E		583-10710	20110324000000					POINT (-122.43179 37.751587)	84	84	3	5	22
571	O'Farrell Street & Van Ness Avenue	Van Ness Avenue	from Van Ness Avenue to 20 feet easterly (enacted 3/3/2015 and 4/7/2015)	20	South								POINT (-122.42089 37.784737)	20	20	4	10	36
795	800 Divisadero St	Fulton	3' to 21' north of Fulton	18	E	good		19980423000000					POINT (-122.43809 37.777016)	23	23	4	11	39
542	1902 Geary Blvd	Steiner	0' to 20' west of Steiner	20	N	good		19960417000000					POINT (-122.4343 37.78397)	97	97	4	11	39
894	208 Utah St	west		10	south				20170606000000	170815-102			POINT (-122.40668 37.766975)	33	33	3	9	20
759	3300 22nd St	Valencia	16.5' to 34.5' west of Valencia	18	N	good		19961102000000					POINT (-122.420715 37.755257)	53	53	3	2	20
251	870 Bryant St	Harriet	267-303' west of Harriet	36	N								POINT (-122.40399 37.774994)	32	32	1	10	34
219				0									POINT (-122.41961 37.77377)	32	32	1	10	20
889	Irving Street	21st	south side from 16 to 29 feet east of 21st Avenue, removes meter #1939	13	south				20170307000000	170307-025			POINT (-122.47902 37.7634)	39	39	10	7	35
413	CALIFORNIA ST	Presidio	NE corner of intersection	0	N		350-31230	20110324000000					POINT (-122.44614 37.78742)	10	10	8	6	31
373	415 VAN NESS AVE	Mcallister	SW corner of intersection	0	W		701-04150	20110414000000					POINT (-122.42042 37.779945)	21	21	4	11	9
497				0									POINT (-122.46654 37.766792)	9	9	8	11	12
853	180 Steuart St	Howard	5' to 29' north of Howard	24	E	good							POINT (-122.39183 37.792053)	108	108	1	10	8
428	50 Starr King Way	Franklin	From the west side of parking bay to 25' east	25	N	good							POINT (-122.42314 37.78462)	100	100	4	11	39
7	1199 Arguello Blvd	Frederick	7' to 33' south of driveway into Kezar Stadium	26									POINT (-122.457825 37.766666)	9	9	7	11	12
775	20 Woodside Av		From west building line 22' west	22									POINT (-122.45835 37.74674)	49	49	7	8	41
268	350 St. Joseph's Av	O'Farrell	4' to 26' north of O'Farrell	22	E								POINT (-122.44189 37.782436)	13	13	7	6	39
88	199 Greenwich St	Sansome	From east property line 66' to 88' west	22	S								POINT (-122.40293 37.80306)	77	77	6	3	8
416	ANZA ST	9th Ave	NW corner of intersection	0	N		307-18020	20110324000000					POINT (-122.46749 37.779003)	5	5	8	4	11
110	471 Jessie St	6th St	0' to 22' east of west property line	22	S			19950425000000					POINT (-122.40868 37.781788)	32	32	5	10	34
408				0									POINT (-122.41221 37.764313)	53	53	3	2	20
387				0									POINT (-122.47771 37.720917)	42	42	10	8	16
300				0									POINT (-122.39138 37.792294)	108	108	1	10	8
805													POINT (-122.42443 37.745323)	84	84	9	5	22
40	Vicente	17th Ave	172' to 196' north of Vicente on 17th Ave - diagon	24	N								POINT (-122.47353 37.73947)	46	46	10	8	41
66	599 Mason St	Sutter	14' to 32' south of Sutter	18	W								POINT (-122.41026 37.78884)	50	50	6	3	21
681				0									POINT (-122.393616 37.77803)	34	34	1	10	4
626	Green Street & Columbus Avenue	Columbus Avenue	from Columbus Avenue to 18 feet westerly (enacted 11/18/2014)	18	North								POINT (-122.40936 37.79952)	106	106	6	3	6
295				0									POINT (-122.41974 37.76347)	53	53	3	2	20
328				0									POINT (-122.46819 37.773216)	9	9	8	4	12
160	4100 Geary Blvd	5th Ave	0' to 18' west of 5th Ave	18	N	good		19960606000000					POINT (-122.463394 37.78119)	5	5	8	4	11
47	204 California St	Front	5' to 27' west of Front	22	N								POINT (-122.398994 37.7934)	108	108	6	3	8
780	23rd Ave. & Irving Street	Irving Street	from 22 feet to 42 feet south of Irving St. (enacted 3/3/2015)	20	West								POINT (-122.48146 37.763172)	39	39	10	7	35
503				0									POINT (-122.47779 37.720917)	42	42	10	8	16
690	301 9th Avenue	Clement Street	“301” 9th Avenue, west side, from 10 feet to 32 feet south of Clement Street, replacing metered parking stall #301(22-foot zone). (enacted 8/16/2016)	22	W		109-03010						POINT (-122.46768 37.782646)	5	5	8	4	11
748	210 Taylor St	Eddy	22' to 44' north of Eddy	22	E	good		19961102000000					POINT (-122.4109 37.78436)	20	20	5	10	36
371	2599 Bush St	Divisadero		18	S								POINT (-122.43983 37.786137)	103	103	4	6	30
372	650-700 Folsom	3rd Street	from 3 feet to 20 feet east of 3rd Street (enacted 4/1/2014)	17	South								POINT (-122.39872 37.783833)	32	32	1	10	8
188	3000 21st St	Folsom	11' to 29' west of Folsom	18	N	good		19980707000000					POINT (-122.4147 37.757328)	53	53	3	2	20
199				0									POINT (-122.45948 37.772366)	9	9	7	4	12
412	SLOAT BLVD	46th Ave	S side of median	0	N		765-27610	20110324000000					POINT (-122.504005 37.735435)	43	43	10	8	16
770				0									POINT (-122.49714 37.771748)	9	9	8	4	12
403		Steiner St	Cal Steiner lot	0			902-02440						POINT (-122.43474 37.788975)	102	102	4	6	30
277				0									POINT (-122.416534 37.77946)	21	21	5	10	36
132	106 Drumm St	Sacramento	11' to 33' north of Sacramento	22	E								POINT (-122.39646 37.79472)	108	108	6	3	8
908	1500 Noriega St	22nd Ave							20190507000000	190507-046		ESTABLISH BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES - 1500 Noriega Street, north side, from 12 feet to 24 feet west of 22nd Street.	POINT (-122.479744 37.754116)	39	39	10	7	35
267	304 St. Joseph's Av	Geary	0 to 51' north of north crosswalk	51	E								POINT (-122.44181 37.782406)	13	13	7	6	39
876	2412 Lawton Street	30th Street	north side from 10 feet to 30 feet west of the crosswalk at 30th Street	20	north				20160103000000	170103-001			POINT (-122.488716 37.757507)	39	39	10	7	35
709	Folsom Street & Mabini Street	Mabini Street	from 24 feet to 46 feet east of Mabini St (enacted 4/5/2016)	20	S								POINT (-122.40013 37.78271)	32	32	1	10	34
73	4402 Mission St	Cotter	14' to 34' south of Cotter	20	W	good		19980421000000					POINT (-122.43308 37.727085)	94	94	9	1	28
584	400 Parnassus Av	Arguello	28' to 50' east of west end of parking bay	22									POINT (-122.457405 37.7637)	110	110	7	11	14
607	THE EMBARCADERO	Pier Three	NE side of intersection	0	E		830-03230	20110324000000					POINT (-122.39629 37.798046)	77	77	6	3	8
733	301 5th Ave	Clement	10' to 32' south of Clement	22	W	good		19960809000000					POINT (-122.463394 37.782825)	5	5	8	4	11
25	298 7th Ave	Clement	4' to 22' north of Clement	18	E	good		19960805000000					POINT (-122.46542 37.783062)	5	5	8	4	11
615	21 Buckingham Way	19th Ave	from 0 to 20 ft. east of ramp (enacted 2/18/2014)	20	South								POINT (-122.47564 37.725506)	41	41	10	8	16
440	601 Parker St	Turk	11' to 20' south of Turk	9	W	good		19980304000000					POINT (-122.45326 37.7768)	12	12	7	4	18
276				0									POINT (-122.417274 37.78252)	20	20	5	10	36
308				0									POINT (-122.387436 37.775753)	34	34	1	10	4
52	810 Capp St	23rd St	99' to 121' south of 23rd St	22	W	poor		19920409000000					POINT (-122.41754 37.753647)	53	53	3	2	20
743	1200 Geary Blvd	Franklin	1' to 19' west of Franklin	18	N	good		19971016000000					POINT (-122.423225 37.785515)	100	100	4	6	39
226				0									POINT (-122.43371 37.763893)	28	28	3	5	5
798	316 FRONT ST	Clay	SE corner of intersection	0	E		422-03160	20110414000000					POINT (-122.39899 37.794865)	108	108	6	3	8
287				0									POINT (-122.40464 37.79414)	104	104	6	3	6
563				0									POINT (-122.40095 37.80152)	77	77	6	3	8
173	331 POLK ST	Mcallister	SW corner of intersection	0	W		612-03310	20110411000000					POINT (-122.41865 37.780025)	21	21	4	10	36
338				0									POINT (-122.46857 37.7692)	9	9	8	4	12
39	3351 16th St	Landers	176' to 196' west of Dolores	20	S	good							POINT (-122.42735 37.76451)	37	37	3	5	5
435	300 West Portal Ave	14th Ave	14' angled stall replacing parking meter no. 304	14	N	good		19950719000000					POINT (-122.46931 37.7379)	46	46	10	8	41
254	355 Precita Avenue	Harrison	12-30' west of Harrison	18	N			19940501000000					POINT (-122.41157 37.747326)	83	83	9	2	2
620	Battery St & Broadway	Broadway Street	from Broadway to 30 feet northerly (enacted 9/1/2015)	30	East								POINT (-122.401 37.798748)	77	77	6	3	8
649				0									POINT (-122.43271 37.79096)	102	102	4	6	30
247				0									POINT (-122.44008 37.785267)	103	103	8	6	30
341				0									POINT (-122.470184 37.769287)	9	9	8	4	12
577	Jackson St. & Polk Street	Polk Street	from Polk Street to 20 feet westerly (enacted 3/3/2015)	20	North								POINT (-122.42162 37.794174)	105	105	4	3	32
215				0									POINT (-122.45422 37.771793)	9	9	7	4	12
513	32ND AVE	Geary	SE corner of intersection	0	E		132-05480	20110324000000					POINT (-122.49208 37.778767)	8	8	8	4	29
530	1345 Ocean Av	Plymouth	55' to 77' east of west property line	22	S								POINT (-122.456924 37.723953)	64	64	10	8	24
546	3101 19th Ave	Eucalyptus	60' to 82' south of Eucalyptus	22	W	good							POINT (-122.47497 37.730865)	41	41	10	8	16
539	1800 Folsom St	14th St	90' to 114' south of the north property line	24	W								POINT (-122.41572 37.768486)	53	53	3	2	20
189	3100 22nd St	Capp	6' to 24' west of S. Van Ness	18	N	good		19960326000000					POINT (-122.416756 37.755608)	53	53	3	2	20
699	South Van Ness Ave & 16th Street	16th Street	from 16th Street 20 feet southerly (enacted 1/19/2016)	20	W								POINT (-122.41757 37.765007)	53	53	3	2	20
799	899 Brannan St	8th St	0' to 18' east of 8th St	18	S	good		19960531000000					POINT (-122.40519 37.77136)	33	33	1	10	34
808	2099 Palou Avenue	Selby Street	south side, from Selby Street to 22 feet easterly (20-foot zone).	20	south				20180116000000			ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES “2099” Palou Avenue, south side, from Selby Street to 22 feet easterly (20-foot zone).	POINT (-122.40018 37.739155)	87	87	2	9	1
354	Battery St & Broadway	Broadway Street	from Broadway to 30 feet northerly (enacted 9/1/2015)	30	West								POINT (-122.40117 37.798737)	77	77	6	3	8
61	140 Larkin St	Grove	143' to 177' north of Grove	34	E	good		19960417000000					POINT (-122.41658 37.77923)	21	21	5	10	36
493				0									POINT (-122.47971 37.770462)	9	9	8	4	12
156	99 Funston Av	Lake	4' to 13' north of Lake	9	W	good		19980921000000					POINT (-122.47229 37.78633)	4	4	8	6	11
510				0									POINT (-122.4344 37.790733)	102	102	4	6	30
139	1340 Golden Gate Ave	Golden Gate	11 to 34' south of Golden Gate	23	W			19941114000000					POINT (-122.43205 37.779476)	97	97	4	11	39
534	198 Jordan St	Geary	3' to 21' north of Geary	18	E	good		19960417000000					POINT (-122.45654 37.781612)	11	11	8	6	31
676	600 Parnassus Av	3rd Ave	22' to 40' west of 3rd Ave crosswalk	18	S	good							POINT (-122.45952 37.762928)	110	110	7	8	14
919	3495 California Street	Locust Street	]angled parking space] BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES – “3495” California Street, south side, from 33 feet to 45 feet east of Locust Street	12	south				20180904000000	180904-122		ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES – “3495” California Street, south side, from 33 feet to 45 feet east of Locust Street.	POINT (-122.45149 37.78654)	11	11	8	6	31
383				0									POINT (-122.48125 37.721947)	42	42	10	8	16
834				0									POINT (-122.47702 37.77069)	9	9	8	4	12
142	1200 Florida St	24th St	5' to 27' south of 24th St	22	W	good		19940628000000					POINT (-122.410095 37.7526)	53	53	3	2	20
128	509 Divisadero St	Fell	96' to 120' north of Fell	24	W	good		19920413000000					POINT (-122.43753 37.774277)	23	23	4	11	9
400				0									POINT (-122.433914 37.76923)	28	28	7	5	3
118	1206 Taraval St	22nd Ave	8' to 26' west of 22nd Ave	18	N	good		19960518000000					POINT (-122.47912 37.742977)	40	40	10	7	35
203				0									POINT (-122.50955 37.770123)	9	9	8	4	12
794	25 Lake St	Arguello	From the east property line 22' west	22	S								POINT (-122.45943 37.78683)	4	4	8	6	11
890	20th Street at Connecticut Street	Connecticut Street	0'-20' westerly of Connecticut Street	20	N				20170516000000	170516-060			POINT (-122.39727 37.75996)	54	54	2	9	26
507	404 Pacific	Sansome		22	N								POINT (-122.402275 37.79751)	106	106	6	3	23
714	19th Avenue	Eucalyptus Drive	from 83 feet to 105 feet south of Eucalyptus Drive (enacted 7/7/2015)	23	West								POINT (-122.47497 37.730724)	41	41	10	8	16
299				0									POINT (-122.41662 37.753998)	53	53	3	2	20
176	3626 Balboa St	37th Ave	114' to 136' east of 38th Ave	22	N	poor							POINT (-122.49752 37.77577)	8	8	8	4	29
45	4735 19th St	Diamond	9-27' east of Diamond	18	S								POINT (-122.43641 37.75914)	115	115	3	5	5
21	5075 3rd St	Revere	12' to 34' north of Revere	22	E	good		19960301000000					POINT (-122.39132 37.732582)	86	86	2	9	1
85	118 Diamond St	18th St	7-25' south of 18th St	18	W								POINT (-122.437225 37.7606)	115	115	3	5	5
608	Fell Street & Gough Street	Gough Street	from 29 to 49 feet east of Gough Street. (enacted 10/15/2013)	20	south								POINT (-122.42251 37.775917)	21	21	4	11	9
98	2 Harriet St	Howard	0' to 18' south of Howard	18	W	good		19971217000000					POINT (-122.40758 37.779167)	32	32	1	10	34
182	185 Berry Street	4th St	184' to 215' east of 4th St	31	S			19950822000000					POINT (-122.39272 37.776157)	34	34	1	10	4
409				0									POINT (-122.40564 37.776146)	32	32	1	10	34
566				0									POINT (-122.44967 37.769516)	25	25	7	11	3
304				0									POINT (-122.38759 37.776085)	34	34	1	10	4
317				0									POINT (-122.42091 37.80749)	98	98	6	6	32
872	2010 Sutter Street	Fillmore Street	north side from 28 feet to 48 feet west of Fillmore Street	20	north				20160103000000	170103-001			POINT (-122.433525 37.786106)	103	103	4	11	30
898	6th Street	Folsom	6th st, east side, from 32 feet to 54 feet north of Folsom	22	e				20171017000000	171017-131		F. ESTABLISH – BLUE ZONE - Folsom Street, north side, from 11th Street to 20 feet easterly, 6th Street, east side, from 32 feet to 54 feet north of Folsom Street	POINT (-122.40565 37.77862)	32	32	1	10	34
810	Waller St	Octavia St	Waller Street, south side, from 112 feet to 134 feet west of Octavia Street.	22	S				20180116000000	180116-010		F. ESTABLISH – BLUE ZONE - Waller Street, south side, from 112 feet to 134 feet west of Octavia Street.	POINT (-122.42406 37.771877)	27	27	7	5	9
519	Shotwell St. & 24th Street	24th Street	from 5 feet north of 24th  Street to 27 feet northerly (enacted 8/20/2013)	22	East								POINT (-122.41513 37.752632)	53	53	3	2	20
377				0									POINT (-122.4182 37.750797)	53	53	3	2	20
146	560 Davis St	Jackson	6' to 28' north of Jackson	22	E	good		19970509000000					POINT (-122.398445 37.79811)	77	77	6	3	8
421				0									POINT (-122.43399 37.733734)	96	96	9	5	10
666				0									POINT (-122.480644 37.721928)	42	42	10	8	16
886	Irving Street	19th Ave	north side, from 18 feet to 38 feet west of 19th Ave	10	north		1804		20170307000000	170307-025			POINT (-122.47732 37.76337)	39	39	10	7	35
738	521 Clay St	Sansome	6' to 28' east of Liedesdorff	22	S								POINT (-122.40221 37.794685)	108	108	6	3	6
368	20th Ave. & Eucalyptus Drive	Eucalyptus Drive	from 83 feet to 105 feet south of Eucalyptus Drive (enacted 7/7/2015)	22	West								POINT (-122.47599 37.730747)	41	41	10	8	16
56	1200 Church St	24th St	10 to 34' east of Mission	20	W	good		19940628000000					POINT (-122.4275 37.75154)	84	84	3	5	22
243				0									POINT (-122.40306 37.775734)	32	32	1	10	34
486	2199 Broadway St.	Webster Street	from 0 feet to 20 feet east of Webster Street (enacted 9/17/2013)	20	south								POINT (-122.433044 37.79443)	102	102	4	6	30
171	940 GENEVA AVE	London	SW side of intersection	0	S		441-09400	20110720000000					POINT (-122.440315 37.71595)	58	58	9	1	7
753	700 Front St	Pacific	4' to 26' north of Pacific	22	E	good		19971114000000					POINT (-122.39962 37.797947)	77	77	6	3	8
230				0									POINT (-122.4195 37.784378)	20	20	4	10	36
903	702 Florida St	19th St							20190205000000	190205-010		ESTABLISH – BLUE ZONE, DISABLED PARKING ONLY, AT ALL TIMES - “702” Florida Street, west side, from 15 feet to 24 feet south of 19th Street.	POINT (-122.41099 37.760323)	53	53	3	2	20
755	6100 Geary Blvd	25th Ave	8' to 25' west of 25th Ave	17	N	good		19960607000000					POINT (-122.4849 37.78021)	8	8	8	4	29
175	1615 STEINER ST	Post	SW corner of intersection	0	W		663-16150	20110902000000					POINT (-122.43474 37.784733)	103	103	4	11	15
455	250 Post St	Grant	24' to 46' west of east property line	22	N								POINT (-122.40501 37.788662)	19	19	6	3	8
784	1799 Palou Avenue	Phelps Street	from 0 feet to 22 feet east of the west unmarked crosswalk at Phelps Street. (enacted 2/2/2016)	22	S								POINT (-122.39469 37.73604)	87	87	2	9	1
70	502 Minna St	6th St	0' to 18' west of 6th St	18	N	good		19960705000000					POINT (-122.40834 37.780422)	32	32	1	10	34
637				0									POINT (-122.41963 37.77073)	32	32	1	10	20
450	99 Polk St	Hayes	10' to 28' south of Hayes	18	W	good		19920513000000					POINT (-122.418076 37.77733)	21	21	4	10	36
211				0									POINT (-122.45429 37.77209)	9	9	7	4	12
258	2450 San Bruno	Silliman	15' to 33' south of Silliman	18	W	good		19960229000000					POINT (-122.40509 37.731068)	91	91	2	2	25
521	300 3rd St.	Folsom Street	from 4 feet to 24 feet south of Folsom Street (enacted 4/1/2014)	20	west								POINT (-122.398865 37.783607)	32	32	1	10	34
374	465 Dolores St	18th Street	from 139 feet to 161 feet north of 181h Street crosswalk. 3 (enacted 7/18/2013)	22	West								POINT (-122.426254 37.76189)	37	37	3	5	5
877	3402 Sacramento St	Walnut St		20	north				20170606000000	170606-067			POINT (-122.44891 37.787994)	10	10	8	6	31
137	225 Eucalyptus Dr	19th Ave/20th	From east end of white 22' east	22		good							POINT (-122.475426 37.730988)	41	41	10	8	16
820	1504 Scott St	Geary Blvd	east side, from 28 feet to 48 feet north of Geary Boulevard (rescinds metered parking space #1504)	20	east							east side, from 28 feet to 48 feet north of Geary Boulevard (rescinds metered parking space #1504)	POINT (-122.43783 37.784023)	103	103	4	11	15
830	446 Randolph Street	Ramsell	0-18' west of Ramsell	18	N			19940501000000					POINT (-122.46632 37.71435)	65	65	10	1	24
849	Fremont Street & Folsom Street	Folsom Street	Fremont Street, west side, from 28’ to 48’ south of Folsom Street (enacted 9/6/2016)	20	W								POINT (-122.3935 37.787804)	30	30	1	10	8
74	1790 Montgomery St	Francisco	From north property line 22' south	22	E								POINT (-122.4054 37.80573)	77	77	6	3	23
549	749 Arkansas St	Madera	33' to 51' north of Madera	18	E	good		19980302000000					POINT (-122.39778 37.756084)	54	54	2	9	26
470	Post Street & Polk Street	Polk Street	from 25 feet to 51 feet west of Polk Street (enacted 3/3/2015)	26	South								POINT (-122.42018 37.786713)	50	50	4	3	36
671				0									POINT (-122.40187 37.801422)	77	77	6	3	8
113	56 Julian Av		20' south of driveway	20									POINT (-122.421165 37.767303)	53	53	3	2	20
151	404 Franklin St	Grove	22' to 44' north of Grove	22	E	fair		19920507000000					POINT (-122.421455 37.778194)	21	21	4	11	9
