permit_number	streetname	Cross Street 1	Cross Street 2	Permit Type	Agent	AgentPhone	Permit Purpose	Approved Date	Status	cnn	permit_zipcode	permit_start_date	permit_end_date	permit_address	24/7 Contact	Inspector	CurbRampWork	X	Y	Latitude	Longitude	Location
20TC-01983	BROADWAY	KEARNY ST	ROMOLO ST	TableChair	Little Szechuan	(415) 226-8829	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	12/01/2020	APPROVED	3151000	94133	12/01/2020	06/30/2022	501 BROADWAY	Refer to Agent			6011082.60654	2118580.58435	37.79784279646344	-122.40571165321643	(37.79784279646344, -122.40571165321643)
20TC-01491	FILLMORE ST	BUSH ST	WILMOT ST	TableChair	Woodhouse Fish Co	(415) 437-2722	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Samovar Tea, at 1910 Fillmore Street. Written permission from neighboring property owner/tenant is required.	12/30/2020	APPROVED	5550000	94115	09/11/2020	06/30/2022	1914 FILLMORE ST	(415) 437-2722	Ariel Garcia		6003010.89488	2114952.5399	37.787426434237275	-122.43338261923029	(37.787426434237275, -122.43338261923029)
21MFF-00154	CESAR CHAVEZ ST	EVANS AVE	KANSAS ST	FoodFac	Brazuca Grill	650-278-0401		12/30/2021	APPROVED	2477000	94107	12/30/2021	11/15/2022		Ana Goulart: 650-278-0401			6012469.8674	2100960.91099	37.74954066124101	-122.39967352964278	(37.74954066124101, -122.39967352964278)
20TC-01149	MISSION ST	RUTH ST	LEO ST	TableChair	Club Bottom's Up	(415) 533-8828	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	06/02/2021	APPROVED	9169000	94112	08/11/2020	06/30/2022	4704 MISSION ST	(415) 533-8828			6001625.23832	2091533.40649	37.723044428654234	-122.4364998522486	(37.723044428654234, -122.4364998522486)
20TC-00960	UNION ST	WEBSTER ST	FILLMORE ST	TableChair	Isalis llc	(415) 734-8300	Shared Spaces Program. Occupancy of parking space fronting neighboring property, Vicky Verma, at 2117 Union Street. Written permission from neighboring property owner/tenant is required.	12/14/2020	APPROVED	12871000	94123	07/27/2020	06/30/2022	2127 UNION ST	(415) 734-8300			6002832.10401	2118475.53075	37.797089517037975	-122.43425315731116	(37.797089517037975, -122.43425315731116)
20TC-00586	TARAVAL ST	18TH AVE	19TH AVE	TableChair	Gold Mirror Italian Restaurant	(415) 564-0401	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	12/14/2020	APPROVED	12394000	94116	11/06/2020	06/30/2022	800 TARAVAL ST	Refer to Agent			5990702.89238	2099106.77782	37.743212277940124	-122.4748083280856	(37.743212277940124, -122.4748083280856)
21TC-00121	GREEN ST	JASPER PL	COLUMBUS AVE \ STOCKTON ST	TableChair	Caffe Sport	415-385-7534	Shared Spaces Program. Occupancy of sidewalk/parking space fronting  neighboring business, Local Maker Mart, at 580 Green Street. Written permission from neighboring property owner/tenant is required.	02/08/2021	APPROVED	6453000	94133	02/08/2021	06/30/2022	574 GREEN ST	Refer to Agent			6010278.58177	2119263.92048	37.799674075752556	-122.40854204514388	(37.799674075752556, -122.40854204514388)
20TC-02030	EDDY ST	MASON ST	TAYLOR ST	TableChair	Southeast Asian Development Center	(415) 774-2065	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	12/07/2020	APPROVED	5059000	94102	12/07/2020	06/30/2022	166 EDDY ST	Refer to Agent			6009678.52672	2113693.11746	37.78434437806178	-122.41022493174778	(37.78434437806178, -122.41022493174778)
20TC-01429	CARROLL AVE	INGALLS ST	JENNINGS ST	TableChair	Smokin Warehouse Barbecue	(415) 648-8881	Shared Spaces Program	09/04/2020	APPROVED	3736000	94124	09/04/2020	06/30/2022	1465 CARROLL AVE	415-307-8844			6014829.21519	2091383.88612	37.72337534707676	-122.39084553963255	(37.72337534707676, -122.39084553963255)
20TC-00242	06TH AVE	LAKE ST	CALIFORNIA ST	TableChair	Nourish Cafe	415-420-7599	Shared Spaces Program	06/17/2020	APPROVED	313000	94118	06/17/2020	06/30/2022	189 06TH AVE	Refer to Agent			5993958.53417	2114330.91827	37.78520190679456	-122.46465652737434	(37.78520190679456, -122.46465652737434)
20TC-00569	20TH ST	FLORIDA ST	ALABAMA ST	TableChair	Atlas Cafe	(415) 999-6274	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	01/29/2021	APPROVED	1048000	94110	07/09/2020	06/30/2022	3049 20TH ST	(415) 999-6274			6009146.74361	2104464.80812	37.75897577097045	-122.41141254763093	(37.75897577097045, -122.41141254763093)
20TC-00354	GREENWICH ST	FILLMORE ST	STEINER ST	TableChair	PLUMPJACK BALBOA CAFE	(415) 596-3651	Shared Spaces Program. Occupancy of parking space fronting neighboring property, Robert Yee, at 3161 Fillmore Street. Written permission from neighboring property owner/tenant is required.	03/12/2021	APPROVED	6519000	94123	08/25/2020	06/30/2022	3199 FILLMORE ST	Refer to Agent			6002302.8951	2119106.00423	37.79879058154412	-122.43612948713019	(37.79879058154412, -122.43612948713019)
20TC-01720	TAYLOR ST	LOMBARD ST	CHESTNUT ST \ COLUMBUS AVE	TableChair	La Rocca's Corner	(415) 674-1266	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	02/10/2021	APPROVED	12459000	94133	10/07/2020	06/30/2022	957 COLUMBUS AVE	(415) 674-1266			6008559.57976	2120578.50129	37.80318716581489	-122.41458351565585	(37.80318716581489, -122.41458351565585)
20TC-01842	POLK ST	BONITA ST	GREEN ST	TableChair	Cerveceria De Mateveza	814 9212	DBA Name: Woods Polk Station. Shared Spaces Program. Occupancy of sidewalk space fronting neighboring business, Co Be Salon, at 2259 Polk Street. Written permission from neighboring property owner/tenant is required.	12/16/2020	APPROVED	10578000	94109	10/22/2020	06/30/2022	2255 POLK ST	(415) 814-9212			6006264.82287	2118615.76144	37.79766879166607	-122.42238506002913	(37.79766879166607, -122.42238506002913)
21TC-00303	CHURCH ST	14TH ST	MARKET ST	TableChair	Churchill	(415) 271-5760	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	04/08/2021	APPROVED	4009000	94114	04/08/2021	06/30/2022	198 CHURCH ST	Refer to Agent			6004122.33754	2107675.06528	37.76750727668083	-122.42901818984696	(37.76750727668083, -122.42901818984696)
20TC-01410	LEAVENWORTH ST	PACIFIC AVE	LYNCH ST	TableChair	Green Beauty Nails and Spa	(415) 370-3662	Shared Spaces Program	09/04/2020	APPROVED	8255000	94109	09/04/2020	06/30/2022	1300 PACIFIC AVE	(415) 370-3662			6007900.03252	2117873.54459	37.79572295507267	-122.41667416715349	(37.79572295507267, -122.41667416715349)
21TC-00223	24TH ST	SANCHEZ ST	NOE ST	TableChair	Mesopotamia kitchen	(650) 315-5977	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	03/16/2021	APPROVED	1361000	94114	03/16/2021	06/30/2022	3915 24TH ST	(650) 315-5977	Pamela Breaux		6003703.65094	2101824.3035	37.75141877218806	-122.43004895447375	(37.75141877218806, -122.43004895447375)
20TC-01297	GEARY BLVD	02ND AVE	03RD AVE	TableChair	Little Sweet, Inc.	(415) 368-1818	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring business, Nizario's Pizza - Nizar Awadalla, at 3840 Geary Boulevard. Written permission from neighboring property owner/tenant is required.	12/29/2020	APPROVED	6058201	94118	09/09/2020	06/30/2022	3836 GEARY BLVD	(415) 368-1818			5995082.81767	2112922.24626	37.78139882309544	-122.46066476232299	(37.78139882309544, -122.46066476232299)
20TC-01874	09TH AVE	IRVING ST	JUDAH ST	TableChair	Kogi Gogi BBQ	(408) 209-4154	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring business, Snowbird Coffee, at 1352 9th Avenue. Written permission from neighboring property owner/tenant is required (see Salesforce).	12/10/2020	APPROVED	432000	94122	10/27/2020	06/30/2022	1358 09TH AVE	Refer to Agent			5993388.67736	2106259.96923	37.76300837217751	-122.46604135026121	(37.76300837217751, -122.46604135026121)
21TC-00494	CHESTNUT ST	AVILA ST	SCOTT ST	TableChair	SQUAT & GOBBLE - 2263 Chestnut St			07/21/2021	APPROVED	3981000	94123	08/16/2020	08/15/2022	2263 CHESTNUT ST	Refer to Agent			6001067.42939	2119569.60829	37.79999324754909	-122.44043785586499	(37.79999324754909, -122.44043785586499)
21TC-00270	GEARY BLVD	FILLMORE ST	STEINER ST	TableChair	Jane on Larkin	(415) 203-2457	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	03/30/2021	APPROVED	6041103	94115	03/30/2021	06/30/2022	1881 GEARY BLVD	(415) 203-2457			6002771.13104	2113639.86917	37.783808567990576	-122.43411827831412	(37.783808567990576, -122.43411827831412)
20TC-01705	19TH ST	FLORIDA ST	ALABAMA ST	TableChair	Farmhouse Kitchen Thai Cuisine	(415) 866-7557	Shared Spaces Program. Occupancy of sidewalk space fronting neighboring property, Mission Language and Vocational School - Aleks Zavaleta, at 2929 19th Street. Written permission from neighboring property owner/tenant is required.	10/08/2020	APPROVED	963000	94110	10/08/2020	06/30/2022	2929 19TH ST	(415) 866-7557			6009174.92007	2104940.35113	37.76028308433171	-122.41134869439081	(37.76028308433171, -122.41134869439081)
20TC-01387	WALTER U LUM PL	CLAY ST	WASHINGTON ST	TableChair	Golden Star Vietnamese Restaurant	(415) 823-2838	Shared Spaces Program	09/03/2020	APPROVED	13387000	94108	09/03/2020	06/30/2022	11 WALTER U LUM PL	(415) 823-2838			6010967.8151	2117367.20161	37.794504721214366	-122.40602334079261	(37.794504721214366, -122.40602334079261)
20TC-02008	POLK ST	BROADWAY	VALLEJO ST	TableChair	Peet	(510) 604-4177	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	12/01/2020	APPROVED	10576000	94109	11/24/2020	06/30/2022	2139 POLK ST	Refer to Agent	Tommy Yeung		6006361.54545	2118191.34399	37.796508903962476	-122.42202020714389	(37.796508903962476, -122.42202020714389)
20TC-01383	CHESTNUT ST	FILLMORE ST	MALLORCA WAY	TableChair	Asian Box	619-540-9887	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	04/16/2021	APPROVED	3977000	94123	08/28/2020	06/30/2022	2031 CHESTNUT ST	Refer to Agent			6002138.17463	2119777.65413	37.80062539635233	-122.43674757711796	(37.80062539635233, -122.43674757711796)
21TC-00227	BUSH ST	FILLMORE ST	STEINER ST	TableChair	Liberty Cannabis	(415) 590-9030	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	03/09/2021	APPROVED	3453000	94115	03/09/2021	06/30/2022	2222 BUSH ST	(415) 590-9030			6002854.019	2114826.66436	37.78707191077503	-122.43391637615761	(37.78707191077503, -122.43391637615761)
20TC-00519	CHESTNUT ST	SCOTT ST	DIVISADERO ST	TableChair	Cultivar San Francisco	(415) 812-4060	Shared Spaces Program. Occupancy of sidewalk/parking space(s) fronting neighboring businesses, Nails and Beauty at 2385 Chestnut Street, and Marina Meats at 2395 Chestnut Street. Written permission from neighboring property owners/tenants is required.	06/24/2021	APPROVED	3982000	94123	06/24/2021	06/30/2022	2379 CHESTNUT ST	(415) 812-4060			6000491.93555	2119549.40249	37.799904982618024	-122.44242782615802	(37.799904982618024, -122.44242782615802)
21TC-00551	UNION ST	OCTAVIA ST	LAGUNA ST	TableChair	Dumpling Union	(415) 583-9709	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	08/16/2021	APPROVED	12867000	94123	08/16/2021	06/30/2022	1809 UNION ST	(415) 583-9709			6004300.73415	2118691.04365	37.79776450738516	-122.42918671197447	(37.79776450738516, -122.42918671197447)
20TC-00770	HAYES ST	GOUGH ST	OCTAVIA ST	TableChair	Papito West	805-300-8075	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring business, Allbirds, at 425 Hayes Street. Written permission from neighboring property owner/tenant is required.	01/13/2021	APPROVED	6816000	94102	07/10/2020	06/30/2022	425 HAYES ST	(805) 300-8075	Tommy Yeung		6005808.34183	2110988.57033	37.77670065650593	-122.42342210453312	(37.77670065650593, -122.42342210453312)
20TC-00825	HYDE ST	JACKSON ST	PACIFIC AVE	TableChair	Ayor Corporation	(415) 734-7519	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Adil Shailch and Megan Long, at 1529, 1531, 1533 Hyde Street (one building). Written permission from neighboring property owner/tenant is required.	02/04/2021	APPROVED	7131000	94109	07/23/2020	06/30/2022	1521 HYDE ST	(415) 734-7519			6007427.50722	2117525.07531	37.794739557865455	-122.41828447525445	(37.794739557865455, -122.41828447525445)
20TC-00742	CHESTNUT ST	PIERCE ST	AVILA ST	TableChair	Project Juice, 2234 Chestnut Street	(415) 368-5078	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	02/17/2021	APPROVED	3980000	94123	07/20/2020	06/30/2022	2234 CHESTNUT ST	(415) 368-5078			6001156.54011	2119738.47049	37.80046197199032	-122.4401416152114	(37.80046197199032, -122.4401416152114)
20TC-00276	19TH ST	LEXINGTON ST	VALENCIA ST	TableChair	YASMIN	(415) 724-1899	Shared Spaces Program	06/18/2020	APPROVED	974000	94110	06/18/2020	06/30/2022	799 VALENCIA ST	Refer to Agent	Ariel Garcia		6006280.26447	2104952.41514	37.7601534330846	-122.42136082406259	(37.7601534330846, -122.42136082406259)
20TC-00336	16TH ST	CALEDONIA ST	VALENCIA ST	TableChair	Manny's	(415) 203-7122	Shared Spaces Program	06/17/2020	APPROVED	731000	94103	06/17/2020	06/30/2022	3092 16TH ST	Refer to Agent			6006252.00859	2106739.76846	37.765059492504065	-122.42158549306473	(37.765059492504065, -122.42158549306473)
20TC-02106	07TH AVE	CLEMENT ST	GEARY BLVD	TableChair	Tat Wong Kung Fu Academy	(415) 752-5555	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	01/04/2021	APPROVED	352000	94118	01/04/2021	06/30/2022	601 CLEMENT ST	(415) 752-5555			5993656.62302	2113444.81673	37.78275150317481	-122.46563663944617	(37.78275150317481, -122.46563663944617)
21TC-00341	06TH ST	GOLDEN GATE AVE \ MARKET ST \ TAYLOR ST		TableChair	L37 Partners	(415) 845-5196	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	04/21/2021	APPROVED	24922000	94103	04/21/2021	06/30/2022	998 MARKET ST	(415) 845-5196			6009647.33349	2113082.14686	37.782665049805544	-122.410289697248	(37.782665049805544, -122.410289697248)
20TC-00716	BRYANT ST	RITCH ST	ZOE ST	TableChair	Black Hammer Brewing	415-533-9558	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	12/18/2020	APPROVED	3283000	94107	07/20/2020	06/30/2022	544 BRYANT ST	(415) 533-9558			6013495.60368	2112268.71738	37.78064652299422	-122.39691918269429	(37.78064652299422, -122.39691918269429)
20TC-02058	UNION ST	FILLMORE ST	STEINER ST	TableChair	Wrecking Ball Coffee Roasters	415-713-8189	Shared Spaces Program. Occupancy of parking space fronting neighboring property, Aaron Weisinger, at 2265 Union Street. Written permission from neighboring property owner/tenant is required.	12/18/2020	APPROVED	12872000	94123		06/30/2022	2271 UNION ST	(415) 713-8189			6002143.84916	2118390.84326	37.7968178991735	-122.43662861886787	(37.7968178991735, -122.43662861886787)
20TC-00265	MINT PLZ	MINT ST	JESSIE ST \ MINT ST	TableChair	54 MINT	(347) 401-1897	Shared Spaces Program	06/30/2020	APPROVED	9063000	94103	06/30/2020	06/30/2022	16 MINT PLZ	Refer to Agent			6010348.64508	2113075.42738	37.78268588690082	-122.40786297326822	(37.78268588690082, -122.40786297326822)
20TC-02007	18TH ST	LAPIDGE ST	DEARBORN ST	TableChair	San Francisco Women's Centers, Inc d.b.a The Women's Building	(415) 651-3205	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	12/01/2020	APPROVED	882000	94110	12/01/2020	06/30/2022	3543 18TH ST	Refer to Agent			6005943.39397	2105481.02258	37.761585866508284	-122.4225634637203	(37.761585866508284, -122.4225634637203)
20TC-00926	24TH ST	CYPRESS ST	CAPP ST	TableChair	The Story of Ramen	(512) 705-0745	Shared Spaces Program	08/24/2020	APPROVED	1343000	94110	08/24/2020	06/30/2022	3233 24TH ST	(512) 705-0745			6007487.40376	2102031.25426	37.752200579440085	-122.4169789161323	(37.752200579440085, -122.4169789161323)
21TC-00042	09TH AVE	IRVING ST	JUDAH ST	TableChair	Craw Station	(415) 570-3773	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	01/15/2021	APPROVED	432000	94122	01/15/2021	06/30/2022	1336 09TH AVE	Refer to Agent			5993373.32279	2106386.95688	37.763356161127426	-122.46610368448732	(37.763356161127426, -122.46610368448732)
20TC-00399	POWELL ST	POST ST	SUTTER ST	TableChair	Kimpton Sir Francis Drake	(415) 706-6357	Shared Spaces Program.	08/24/2020	APPROVED	10679000	94108	08/24/2020	06/30/2022	450 POWELL ST	Refer to Agent			6010255.54881	2115361.14394	37.78895670791238	-122.40834631973775	(37.78895670791238, -122.40834631973775)
20TC-00644	FELL ST	SCOTT ST	DIVISADERO ST	TableChair	Madrone Art Bar	(415) 572-6062	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	01/07/2021	APPROVED	5450000	94117	07/27/2020	06/30/2022	500 DIVISADERO ST	Refer to Agent	Pamela Breaux		6001733.52714	2110170.22978	37.77422287099585	-122.4374594508987	(37.77422287099585, -122.4374594508987)
20TC-01627	ALBION ST	16TH ST	CAMP ST	TableChair	The Monk's Kettle	(415) 865-9523	Shared Spaces Program. Occupancy of parking space fronting neighboring property, Katherine Doyle Rodriguez, at 106 Albion Street. Written permission from neighboring property owner/tenant is required.	01/07/2021	APPROVED	2145000	94103	09/28/2020	06/30/2022	3141 16TH ST	Refer to Agent			6005847.69378	2106592.14278	37.76463134102802	-122.42297342687243	(37.76463134102802, -122.42297342687243)
20TC-01654	MISSION ST	PRECITA AVE	POWERS AVE	TableChair	Mission Liquor Store	(510) 309-7474	Shared Spaces Program	09/29/2020	APPROVED	9130000	94110	09/29/2020	06/30/2022	3168 MISSION ST	(510) 309-7474			6006708.37276	2099966.37259	37.74648703125709	-122.41952644795502	(37.74648703125709, -122.41952644795502)
20TC-00518	VALENCIA ST	24TH ST	25TH ST	TableChair	Iron and Mettle	(916) 271-1907	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	12/03/2020	APPROVED	13073000	94110	07/06/2020	06/30/2022	1360 VALENCIA ST	Refer to Agent			6006386.45124	2101639.17827	37.75106203661199	-122.42075835538527	(37.75106203661199, -122.42075835538527)
21TC-00244	PINE ST	LARKIN ST	POLK ST	TableChair	Kasa Indian Eatery	(415) 944-7655	Address: 1356 Polk Street. Shared Spaces Program. Curbside Pickup Area. Occupancy of parking lane fronting permitted business only.	03/19/2021	APPROVED	10476000	94109	03/19/2021	06/30/2022		(415) 944-7655			6006990.36506	2115707.80752	37.78972517531161	-122.41966804843382	(37.78972517531161, -122.41966804843382)
21TC-00303	14TH ST	CHURCH ST	BELCHER ST \ BOYNTON CT	TableChair	Churchill	(415) 271-5760	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	04/08/2021	APPROVED	596000	94114	04/08/2021	06/30/2022	198 CHURCH ST	Refer to Agent			6004122.33754	2107675.06528	37.76750727668083	-122.42901818984696	(37.76750727668083, -122.42901818984696)
21TC-00067	24TH ST	OSAGE ALY	BARTLETT ST	TableChair	Bakery La Mejor	415-756-5509	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Evelyn Herrera, at 3327 24th Street. Written permission fronting neighboring property owner/tenant is required.	01/20/2021	APPROVED	1347000	94110	01/20/2021	06/30/2022	3329 24TH ST	Refer to Agent			6006864.1822	2101996.06654	37.752068884984915	-122.41913162171461	(37.752068884984915, -122.41913162171461)
20TC-01855	24TH ST	FLORIDA ST	ALABAMA ST	TableChair	EL TOMATE RESTAURANT	(209) 207-4667	DBA Name: La Espiga De Oro. Shared Spaces Program.	10/23/2020	APPROVED	1334000	94110	10/23/2020	06/30/2022	2916 24TH ST	(209) 207-4667			6009396.28053	2102229.30304	37.75285156997123	-122.41039168065191	(37.75285156997123, -122.41039168065191)
20TC-00702	14TH ST	MINNA ST	MISSION ST	TableChair	Standard Deviant Brewing	(415) 509-4230	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Clive McCarthy, at 270 14th Street. Written permission from neighboring property owner/tenant is required.	07/29/2021	APPROVED	584000	94103	07/06/2020	06/30/2022	280 14TH ST	(415) 509-4230			6006846.50543	2107975.64198	37.76848641381083	-122.4196169635884	(37.76848641381083, -122.4196169635884)
20TC-00776	HAIGHT ST	COLE ST	SHRADER ST	TableChair	Ginza Japanese Restaurant	(415) 990-5527	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	01/28/2021	APPROVED	6623000	94117	11/17/2020	06/30/2022	1793 HAIGHT ST	(415) 990-5527	Lifang Zhang		5997620.00986	2108459.43547	37.769290748081715	-122.45156535006471	(37.769290748081715, -122.45156535006471)
21TC-00422	18TH ST	COLLINGWOOD ST	DIAMOND ST	TableChair	Partenopea Company LLC dba Vico Cavone	(415) 991-9235	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	06/09/2021	APPROVED	893000	94114	06/09/2021	06/30/2022	4248 18TH ST	(415) 991-9235	Ariel Garcia		6001788.28228	2105307.8563	37.76087510529868	-122.43692187582093	(37.76087510529868, -122.43692187582093)
20TC-00799	GEARY BLVD	16TH AVE	17TH AVE	TableChair	Chomp N Swig	(415) 519-1042	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring property, Young Ko, at 5211 Geary Boulevard. Written permission from neighboring property owner/tenant is required.	01/28/2021	APPROVED	6073101	94118	08/24/2020	06/30/2022	5203 GEARY BLVD	(415) 539-5056	Leah Lintz		5990854.73104	2112618.63354	37.78032102391735	-122.47526956472161	(37.78032102391735, -122.47526956472161)
20TC-02021	11TH AVE	CLEMENT ST	GEARY BLVD	TableChair	Would You Believe Cocktails	(415) 533-8828	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	08/30/2021	APPROVED	495000	94118	12/04/2020	06/30/2022	4652 GEARY BLVD	(415) 533-8828			5992537.6725	2112820.03321	37.780971414884725	-122.46946220631625	(37.780971414884725, -122.46946220631625)
21TC-00314	LAGUNA ST	OAK ST	HICKORY ST	TableChair	falafel boy	(415) 505-2849	Shared Spaces Program. Occupancy of sidewalk space fronting neighboring property, Bill Harkins, at 423 Laguna Street. Written permission from neighboring property owner/tenant is required.	04/27/2021	APPROVED	7946002	94102	04/27/2021	06/30/2022	501 FELL ST	(415) 505-2849			6004987.10266	2110526.25072	37.77538485429635	-122.42623009261426	(37.77538485429635, -122.42623009261426)
20TC-01071	CLEMENT ST	02ND AVE	03RD AVE	TableChair	Chapeau!	(415) 290-6681	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring business, Foggy Notion at 124 Clement Street. Written permission from neighboring property owner/tenant is required.	03/31/2021	APPROVED	4151000	94118	09/01/2020	06/30/2022	126 CLEMENT ST	(415) 290-6681	Pamela Breaux		5995095.81043	2113605.04706	37.783274358480426	-122.46066930969376	(37.783274358480426, -122.46066930969376)
20TC-00746	FILLMORE ST	PINE ST	CALIFORNIA ST	TableChair	APIZZA, LLC	(626) 377-5896	Shared Spaces Program. Occupancy of sidewalk/parking space fronting neighboring business, MIO, at 2035 Fillmore Street. Written permission from neighboring property owner/tenant is required.	12/04/2020	APPROVED	5552000	94115	07/10/2020	06/30/2022	2043 FILLMORE ST	(626) 377-5896	Pamela Breaux		6002860.89325	2115337.07691	37.788473763807865	-122.43392909045582	(37.788473763807865, -122.43392909045582)
20TC-00354	FILLMORE ST	PIXLEY ST	GREENWICH ST	TableChair	PLUMPJACK BALBOA CAFE	(415) 596-3651	Shared Spaces Program. Occupancy of parking space fronting neighboring property, Robert Yee, at 3161 Fillmore Street. Written permission from neighboring property owner/tenant is required.	03/12/2021	APPROVED	5564000	94123	08/25/2020	06/30/2022	3199 FILLMORE ST	Refer to Agent			6002302.8951	2119106.00423	37.79879058154412	-122.43612948713019	(37.79879058154412, -122.43612948713019)
21EXC-05376	GOETTINGEN ST	HARKNESS AVE	WILDE AVE	Excavation	Precision Engineering, Inc.	415-802-6641	PW Various Locations Pavement Renovation No. 54 and Sewer Replacement	03/10/2022	APPROVED	6245000	94134	03/14/2022	06/10/2024		415-760-8744 Juan Perez Superintendant			6011453.36122	2089019.12948	37.71669431913046	-122.4023491149886	(37.71669431913046, -122.4023491149886)
20TC-01956	VALENCIA ST	16TH ST	17TH ST	TableChair	Thanh Tam II Restaurant	(415) 252-1190	Shared Spaces Program	11/16/2020	APPROVED	13060000	94110	11/16/2020	06/30/2022	577 VALENCIA ST	Refer to Agent			6006241.15297	2106240.89643	37.76368909537467	-122.42158760571779	(37.76368909537467, -122.42158760571779)
21TC-00548	24TH ST	POTRERO AVE	HAMPSHIRE ST	TableChair	Dagwood and Scoops	(415) 814-3459	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	08/05/2021	APPROVED	1330000	94110	08/05/2021	06/30/2022	2736 24TH ST	Refer to Agent			6010357.59585	2102271.70785	37.75302184718073	-122.40707024709597	(37.75302184718073, -122.40707024709597)
20TC-01136	LOMBARD ST	STEINER ST	PIERCE ST	TableChair	hoshi ramen and rice	(415) 922-4663	Shared Spaces Program	08/24/2020	APPROVED	8461201	94123	08/24/2020	06/30/2022	2274 LOMBARD ST	(415) 922-4663			6001502.49086	2119439.69845	37.79966131198044	-122.43892306598805	(37.79966131198044, -122.43892306598805)
20TC-01588	GEARY BLVD	18TH AVE	19TH AVE	TableChair	Joe's Ice Cream, LLC	(415) 827-4230	Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	01/04/2021	APPROVED	6075201	94121	09/23/2020	06/30/2022	5420 GEARY BLVD	(415) 827-4230			5990139.62316	2112745.09668	37.78062678174348	-122.47775267472568	(37.78062678174348, -122.47775267472568)
20TC-02003	18TH ST	MISSISSIPPI ST	TEXAS ST	TableChair	Plow	(415) 608-7660	Shared Spaces Program. Occupancy of parking lane fronting permitted business only.	07/08/2021	APPROVED	854000	94107	12/01/2020	06/30/2022	1299 18TH ST	Refer to Agent			6013764.36036	2105690.28828	37.76259858463391	-122.3955283983642	(37.76259858463391, -122.3955283983642)
20TC-00826	BRANNAN ST	LANGTON ST	08TH ST	TableChair	Arlequin Cafe	(415) 864-2693	DBA Name: Bellota. Shared Spaces Program. Occupancy of sidewalk/parking space fronting permitted business only.	03/01/2021	APPROVED	3088002	94103	10/20/2020	06/30/2022	888 BRANNAN ST	(415) 864-2693			6011018.86487	2109170.87778	37.772002399387674	-122.40526923997912	(37.772002399387674, -122.40526923997912)
20TC-01703	HAIGHT ST	CLAYTON ST	BELVEDERE ST	TableChair	Zam Zam	(415) 726-8940	Shared Spaces Program	10/08/2020	APPROVED	6620000	94117	10/08/2020	06/30/2022	1633 HAIGHT ST	(415) 726-8940			5998250.49835	2108547.29602	37.769568076349664	-122.44939086281171	(37.769568076349664, -122.44939086281171)
20TC-01843	DEWEY BLVD	LAGUNA HONDA BLVD	PACHECO ST	TableChair	Foodee Burger	(415) 361-0602	Shared Spaces Program. Occupancy of sidewalk space fronting permitted business only.	02/08/2021	APPROVED	4734000	94116	10/22/2020	06/30/2022	408 DEWEY BLVD	(415) 361-0602			5995182.59324	2100512.07569	37.747329449130966	-122.45942055903522	(37.747329449130966, -122.45942055903522)
21MFF-00154	TENNESSEE ST	18TH ST	19TH ST	FoodFac	Brazuca Grill	650-278-0401		12/30/2021	APPROVED	12483000	94107	12/30/2021	11/15/2022		Ana Goulart: 650-278-0401			6015455.58081	2105564.95241	37.762348363826305	-122.38967027323892	(37.762348363826305, -122.38967027323892)
